prompt_id,session_id,category,tokens
P08036,S06277,Image Generation,240
P08037,S03135,Coding,454
P08038,S02950,Research,490
P08039,S00194,Learning,575
P08040,S06063,Learning,205
P08041,S02505,Business,448
P08042,S05600,Image Generation,81
P08043,S04851,Writing,644
P08044,S02048,Learning,738
P08045,S02527,Coding,765
P08046,S03925,Writing,615
P08047,S02697,Writing,128
P08048,S07386,Learning,65
P08049,S04053,Image Generation,81
P08050,S03643,Learning,558
P08051,S01085,Business,228
P08052,S01046,Research,724
P08053,S06859,Writing,633
P08054,S05182,Learning,756
P08055,S03479,Image Generation,657
P08056,S04617,Image Generation,171
P08057,S04276,Coding,591
P08058,S03540,Research,284
P08059,S00967,Research,423
P08060,S02498,Coding,588
P08061,S01539,Coding,734
P08062,S03158,Learning,642
P08063,S03089,Business,244
P08064,S06658,Coding,177
P08065,S01654,Image Generation,675
P08066,S07251,Business,371
P08067,S02795,Image Generation,98
P08068,S03788,Business,128
P08069,S02664,Research,393
P08070,S02184,Research,420
P08071,S03317,Image Generation,214
P08072,S04706,Image Generation,257
P08073,S06513,Image Generation,78
P08074,S06041,Image Generation,584
P08075,S04764,Image Generation,718
P08076,S02014,Research,309
P08077,S02126,Business,214
P08078,S02337,Writing,669
P08079,S02062,Writing,302
P08080,S04268,Image Generation,503
P08081,S00375,Learning,505
P08082,S06801,Writing,422
P08083,S05759,Image Generation,162
P08084,S06612,Writing,766
P08085,S04452,Learning,560
P08086,S04955,Business,671
P08087,S03890,Writing,278
P08088,S02900,Research,321
P08089,S04416,Business,299
P08090,S00893,Learning,515
P08091,S03102,Learning,657
P08092,S02585,Image Generation,367
P08093,S00191,Business,563
P08094,S07143,Research,291
P08095,S00720,Business,156
P08096,S00524,Coding,622
P08097,S00692,Image Generation,429
P08098,S04059,Research,780
P08099,S05965,Coding,677
P08100,S03618,Coding,148
P08101,S04465,Learning,131
P08102,S03496,Image Generation,410
P08103,S04041,Learning,99
P08104,S02065,Image Generation,434
P08105,S03054,Image Generation,96
P08106,S06330,Research,633
P08107,S07214,Image Generation,149
P08108,S07252,Research,588
P08109,S02380,Learning,392
P08110,S06891,Business,106
P08111,S00247,Image Generation,315
P08112,S05967,Coding,186
P08113,S02638,Coding,565
P08114,S00138,Learning,791
P08115,S03723,Writing,491
P08116,S05666,Learning,474
P08117,S07439,Image Generation,107
P08118,S00778,Writing,620
P08119,S05021,Learning,149
P08120,S03260,Writing,258
P08121,S02006,Writing,202
P08122,S01318,Image Generation,594
P08123,S07373,Image Generation,67
P08124,S02638,Coding,131
P08125,S02673,Learning,94
P08126,S02605,Research,132
P08127,S04061,Writing,243
P08128,S01109,Research,445
P08129,S06190,Learning,244
P08130,S03554,Coding,212
P08131,S05246,Writing,511
P08132,S01139,Image Generation,270
P08133,S07025,Coding,109
P08134,S04201,Writing,747
P08135,S02604,Business,532
P08136,S07028,Image Generation,227
P08137,S03528,Learning,787
P08138,S02312,Research,726
P08139,S04577,Business,578
P08140,S02838,Business,624
P08141,S07323,Writing,302
P08142,S00525,Learning,171
P08143,S02672,Writing,249
P08144,S02486,Learning,503
P08145,S01135,Writing,290
P08146,S03035,Business,394
P08147,S02633,Business,798
P08148,S01242,Writing,338
P08149,S04375,Writing,773
P08150,S05336,Research,214
P08151,S02348,Coding,387
P08152,S03059,Image Generation,595
P08153,S02235,Coding,791
P08154,S06883,Coding,453
P08155,S03226,Business,654
P08156,S05268,Learning,181
P08157,S04464,Research,488
P08158,S04457,Business,749
P08159,S02274,Image Generation,364
P08160,S04122,Image Generation,526
P08161,S03065,Business,392
P08162,S05782,Writing,79
P08163,S03367,Image Generation,119
P08164,S02154,Image Generation,153
P08165,S04194,Image Generation,465
P08166,S01920,Research,214
P08167,S02228,Research,349
P08168,S07061,Research,800
P08169,S00583,Image Generation,501
P08170,S04260,Coding,231
P08171,S06736,Image Generation,742
P08172,S05308,Business,707
P08173,S02184,Learning,148
P08174,S02938,Learning,157
P08175,S05867,Image Generation,696
P08176,S02740,Image Generation,327
P08177,S05539,Business,546
P08178,S00274,Image Generation,479
P08179,S04481,Learning,650
P08180,S00497,Image Generation,556
P08181,S06338,Research,93
P08182,S06564,Writing,235
P08183,S03156,Writing,214
P08184,S06767,Business,167
P08185,S02490,Research,768
P08186,S04929,Writing,317
P08187,S04649,Learning,108
P08188,S05938,Research,280
P08189,S05612,Research,55
P08190,S00354,Coding,751
P08191,S02797,Business,137
P08192,S01180,Research,149
P08193,S07320,Image Generation,795
P08194,S02392,Learning,440
P08195,S05562,Learning,770
P08196,S05299,Coding,343
P08197,S01353,Image Generation,232
P08198,S05197,Coding,197
P08199,S00947,Research,634
P08200,S01989,Writing,707
P08201,S01982,Business,605
P08202,S01168,Image Generation,234
P08203,S06778,Business,54
P08204,S02454,Writing,495
P08205,S04077,Research,171
P08206,S02983,Learning,770
P08207,S02887,Coding,89
P08208,S05655,Business,625
P08209,S04118,Research,437
P08210,S02785,Writing,467
P08211,S05320,Learning,203
P08212,S02951,Business,470
P08213,S06494,Business,202
P08214,S01673,Image Generation,572
P08215,S06403,Coding,562
P08216,S04806,Research,490
P08217,S02278,Writing,392
P08218,S02318,Writing,585
P08219,S02481,Image Generation,549
P08220,S05825,Image Generation,201
P08221,S01338,Image Generation,205
P08222,S03173,Image Generation,677
P08223,S06915,Writing,317
P08224,S04706,Research,378
P08225,S04516,Coding,338
P08226,S04345,Writing,109
P08227,S06828,Research,283
P08228,S01265,Writing,381
P08229,S00662,Image Generation,782
P08230,S05535,Image Generation,759
P08231,S02570,Learning,56
P08232,S04761,Business,698
P08233,S02740,Writing,397
P08234,S06071,Image Generation,708
P08235,S05121,Coding,754
P08236,S00160,Image Generation,369
P08237,S03997,Coding,786
P08238,S00228,Learning,437
P08239,S07262,Research,370
P08240,S01497,Business,453
P08241,S06942,Writing,329
P08242,S05656,Research,661
P08243,S05609,Image Generation,347
P08244,S06051,Writing,398
P08245,S01151,Learning,569
P08246,S02302,Research,730
P08247,S05399,Business,238
P08248,S05105,Writing,128
P08249,S03925,Business,723
P08250,S07264,Research,786
P08251,S02038,Learning,195
P08252,S01969,Writing,789
P08253,S04325,Coding,564
P08254,S00972,Coding,358
P08255,S00592,Writing,700
P08256,S01174,Research,571
P08257,S00121,Research,547
P08258,S01509,Research,497
P08259,S00773,Business,87
P08260,S05170,Image Generation,331
P08261,S07038,Writing,101
P08262,S02399,Coding,624
P08263,S06813,Image Generation,426
P08264,S02711,Writing,765
P08265,S06854,Learning,794
P08266,S06574,Research,704
P08267,S05668,Business,571
P08268,S04715,Research,52
P08269,S01020,Coding,619
P08270,S07048,Research,158
P08271,S06369,Coding,491
P08272,S03742,Image Generation,234
P08273,S00728,Research,591
P08274,S03287,Writing,131
P08275,S01646,Learning,382
P08276,S02824,Learning,543
P08277,S04031,Business,785
P08278,S00284,Learning,176
P08279,S03916,Learning,129
P08280,S02609,Coding,285
P08281,S03183,Coding,173
P08282,S00086,Research,210
P08283,S01672,Image Generation,350
P08284,S05259,Image Generation,233
P08285,S04845,Writing,111
P08286,S06292,Learning,277
P08287,S03886,Image Generation,201
P08288,S07277,Writing,77
P08289,S00222,Business,497
P08290,S00174,Coding,112
P08291,S03714,Research,433
P08292,S03621,Research,655
P08293,S05335,Business,643
P08294,S06244,Business,560
P08295,S01608,Writing,651
P08296,S00128,Image Generation,305
P08297,S04391,Business,301
P08298,S03399,Coding,182
P08299,S00667,Coding,532
P08300,S02686,Business,502
P08301,S07496,Coding,159
P08302,S00275,Research,89
P08303,S01185,Coding,349
P08304,S07250,Coding,628
P08305,S05471,Research,224
P08306,S05733,Business,551
P08307,S03063,Image Generation,119
P08308,S03319,Research,72
P08309,S04784,Research,613
P08310,S05239,Business,232
P08311,S00844,Research,80
P08312,S04703,Business,177
P08313,S01138,Coding,661
P08314,S05798,Business,502
P08315,S00924,Image Generation,143
P08316,S03445,Image Generation,584
P08317,S06911,Coding,484
P08318,S03263,Coding,73
P08319,S06159,Research,543
P08320,S01023,Learning,753
P08321,S03300,Learning,757
P08322,S07275,Research,563
P08323,S03460,Image Generation,731
P08324,S05290,Coding,56
P08325,S06805,Coding,341
P08326,S04454,Coding,425
P08327,S02050,Writing,567
P08328,S03121,Coding,171
P08329,S07442,Research,260
P08330,S07500,Writing,430
P08331,S07147,Image Generation,579
P08332,S00011,Coding,335
P08333,S00006,Writing,201
P08334,S04054,Business,534
P08335,S01824,Coding,75
P08336,S01162,Writing,326
P08337,S05994,Research,311
P08338,S02722,Learning,571
P08339,S01177,Research,705
P08340,S06439,Coding,68
P08341,S04274,Coding,519
P08342,S06459,Business,800
P08343,S03082,Business,187
P08344,S01240,Learning,156
P08345,S01142,Writing,81
P08346,S03897,Writing,261
P08347,S04644,Writing,664
P08348,S00760,Research,761
P08349,S01335,Writing,63
P08350,S06361,Writing,547
P08351,S00939,Image Generation,616
P08352,S05659,Image Generation,80
P08353,S03845,Business,479
P08354,S00152,Writing,368
P08355,S03646,Writing,687
P08356,S06676,Coding,83
P08357,S06952,Business,340
P08358,S05281,Learning,476
P08359,S01277,Research,216
P08360,S05064,Research,367
P08361,S00391,Writing,259
P08362,S01486,Coding,539
P08363,S03366,Writing,447
P08364,S05404,Research,649
P08365,S05551,Writing,240
P08366,S01071,Learning,220
P08367,S02003,Writing,257
P08368,S00355,Writing,273
P08369,S00310,Coding,194
P08370,S03808,Business,727
P08371,S00848,Writing,627
P08372,S05517,Research,632
P08373,S04937,Image Generation,352
P08374,S05096,Business,133
P08375,S05253,Learning,165
P08376,S01325,Writing,157
P08377,S03840,Coding,351
P08378,S00371,Coding,542
P08379,S02290,Learning,402
P08380,S05768,Research,686
P08381,S07114,Writing,679
P08382,S06904,Business,448
P08383,S01480,Research,180
P08384,S04601,Writing,439
P08385,S03494,Writing,634
P08386,S03751,Image Generation,271
P08387,S04893,Learning,591
P08388,S06811,Image Generation,783
P08389,S01523,Research,728
P08390,S03804,Business,572
P08391,S07351,Learning,631
P08392,S04812,Coding,778
P08393,S00510,Learning,772
P08394,S05052,Image Generation,375
P08395,S00706,Learning,790
P08396,S05919,Coding,455
P08397,S00458,Learning,595
P08398,S01766,Business,687
P08399,S06739,Learning,267
P08400,S04964,Coding,304
P08401,S02882,Learning,676
P08402,S07467,Writing,315
P08403,S05312,Writing,574
P08404,S01850,Business,631
P08405,S07167,Writing,704
P08406,S05788,Image Generation,536
P08407,S03089,Coding,760
P08408,S04795,Learning,223
P08409,S06575,Business,436
P08410,S03303,Learning,687
P08411,S01716,Coding,747
P08412,S04631,Image Generation,503
P08413,S05968,Research,55
P08414,S00444,Image Generation,122
P08415,S02537,Writing,172
P08416,S02174,Coding,625
P08417,S04089,Business,519
P08418,S00210,Image Generation,74
P08419,S05492,Image Generation,642
P08420,S04831,Research,776
P08421,S05204,Coding,710
P08422,S05793,Research,542
P08423,S03760,Research,474
P08424,S04585,Image Generation,205
P08425,S00060,Image Generation,579
P08426,S06237,Business,64
P08427,S07047,Image Generation,52
P08428,S03197,Image Generation,691
P08429,S00659,Image Generation,210
P08430,S00093,Writing,685
P08431,S05627,Research,389
P08432,S03821,Learning,61
P08433,S04564,Coding,269
P08434,S00055,Learning,336
P08435,S00672,Writing,282
P08436,S02965,Business,210
P08437,S01093,Learning,222
P08438,S03877,Writing,254
P08439,S03376,Research,161
P08440,S00863,Learning,674
P08441,S00067,Image Generation,783
P08442,S00532,Business,738
P08443,S02040,Coding,522
P08444,S05102,Coding,85
P08445,S03681,Coding,480
P08446,S02225,Research,681
P08447,S05857,Image Generation,521
P08448,S05428,Business,170
P08449,S01288,Writing,694
P08450,S02822,Research,607
P08451,S01744,Coding,518
P08452,S02625,Image Generation,268
P08453,S00470,Learning,518
P08454,S04608,Learning,198
P08455,S00216,Learning,451
P08456,S00269,Coding,407
P08457,S03443,Writing,142
P08458,S02453,Coding,159
P08459,S05180,Writing,73
P08460,S02816,Learning,682
P08461,S02619,Coding,417
P08462,S04083,Coding,89
P08463,S05369,Research,220
P08464,S02636,Research,491
P08465,S07093,Writing,428
P08466,S05752,Writing,340
P08467,S05489,Learning,494
P08468,S00966,Coding,735
P08469,S04381,Coding,395
P08470,S00242,Coding,450
P08471,S02586,Writing,507
P08472,S06401,Learning,410
P08473,S07129,Business,441
P08474,S01495,Coding,368
P08475,S03643,Coding,522
P08476,S05647,Image Generation,174
P08477,S06731,Learning,652
P08478,S01162,Image Generation,608
P08479,S00524,Image Generation,477
P08480,S07146,Business,200
P08481,S06434,Writing,773
P08482,S06657,Learning,251
P08483,S01708,Research,644
P08484,S00885,Image Generation,776
P08485,S01200,Learning,382
P08486,S06140,Research,396
P08487,S06928,Coding,702
P08488,S04691,Writing,752
P08489,S02573,Image Generation,321
P08490,S03641,Writing,551
P08491,S04455,Research,312
P08492,S00742,Image Generation,763
P08493,S02222,Writing,79
P08494,S04234,Research,622
P08495,S00115,Writing,177
P08496,S02101,Writing,128
P08497,S02104,Image Generation,532
P08498,S07416,Coding,460
P08499,S04264,Image Generation,576
P08500,S01639,Research,536
P08501,S00921,Writing,636
P08502,S01398,Business,732
P08503,S03148,Image Generation,790
P08504,S04529,Business,384
P08505,S03078,Learning,723
P08506,S07049,Writing,345
P08507,S00470,Business,581
P08508,S01761,Business,454
P08509,S03036,Research,511
P08510,S06778,Image Generation,694
P08511,S05960,Writing,320
P08512,S04915,Writing,150
P08513,S00088,Research,642
P08514,S00552,Image Generation,102
P08515,S01278,Research,490
P08516,S03585,Coding,584
P08517,S02071,Writing,331
P08518,S03072,Business,772
P08519,S06491,Image Generation,104
P08520,S03063,Image Generation,113
P08521,S06914,Image Generation,182
P08522,S00280,Image Generation,478
P08523,S06718,Business,569
P08524,S01728,Coding,640
P08525,S06604,Business,658
P08526,S01829,Image Generation,512
P08527,S04586,Business,136
P08528,S04421,Image Generation,569
P08529,S02833,Research,288
P08530,S01667,Coding,309
P08531,S03964,Research,122
P08532,S06239,Learning,556
P08533,S01215,Business,777
P08534,S06685,Coding,394
P08535,S04822,Research,231
P08536,S01015,Writing,484
P08537,S01000,Business,774
P08538,S03374,Research,368
P08539,S02137,Image Generation,447
P08540,S06037,Business,389
P08541,S00893,Research,409
P08542,S05379,Research,355
P08543,S04754,Learning,479
P08544,S04279,Business,356
P08545,S05689,Research,295
P08546,S05653,Research,64
P08547,S07328,Writing,560
P08548,S05357,Image Generation,210
P08549,S06518,Learning,658
P08550,S05940,Image Generation,386
P08551,S06469,Writing,632
P08552,S02991,Business,747
P08553,S03963,Image Generation,237
P08554,S03714,Business,726
P08555,S03448,Image Generation,165
P08556,S06493,Learning,107
P08557,S04006,Coding,557
P08558,S02994,Learning,90
P08559,S05772,Image Generation,648
P08560,S00814,Coding,415
P08561,S06124,Image Generation,359
P08562,S03477,Image Generation,441
P08563,S03753,Research,523
P08564,S02988,Business,758
P08565,S02547,Business,532
P08566,S01132,Research,487
P08567,S01213,Learning,639
P08568,S06512,Research,509
P08569,S06840,Business,725
P08570,S02421,Learning,770
P08571,S06599,Learning,56
P08572,S01626,Business,442
P08573,S07463,Research,153
P08574,S03485,Coding,510
P08575,S02079,Business,572
P08576,S05606,Learning,708
P08577,S05662,Image Generation,219
P08578,S01136,Writing,348
P08579,S04224,Research,329
P08580,S03584,Image Generation,83
P08581,S03380,Writing,613
P08582,S05437,Writing,64
P08583,S06039,Research,339
P08584,S07198,Research,453
P08585,S01531,Research,165
P08586,S04726,Business,707
P08587,S03005,Learning,280
P08588,S06086,Business,67
P08589,S06781,Business,475
P08590,S05935,Writing,427
P08591,S06667,Research,242
P08592,S00758,Image Generation,73
P08593,S01299,Business,593
P08594,S00187,Image Generation,793
P08595,S01970,Coding,620
P08596,S01424,Business,768
P08597,S02439,Writing,292
P08598,S01768,Writing,354
P08599,S01776,Research,63
P08600,S03219,Image Generation,564
P08601,S02629,Coding,621
P08602,S01820,Writing,728
P08603,S02220,Coding,272
P08604,S06933,Research,741
P08605,S04005,Business,316
P08606,S03210,Learning,142
P08607,S00712,Learning,334
P08608,S01923,Writing,345
P08609,S02956,Learning,154
P08610,S05145,Learning,789
P08611,S03169,Learning,148
P08612,S03025,Writing,348
P08613,S05985,Business,71
P08614,S01308,Research,565
P08615,S06333,Research,466
P08616,S00208,Learning,220
P08617,S00286,Business,633
P08618,S01054,Writing,561
P08619,S07214,Research,487
P08620,S06597,Business,486
P08621,S05445,Writing,245
P08622,S06375,Business,407
P08623,S01921,Business,794
P08624,S03374,Learning,730
P08625,S01922,Learning,71
P08626,S04651,Coding,104
P08627,S07043,Image Generation,625
P08628,S04293,Research,98
P08629,S03475,Coding,745
P08630,S06300,Writing,407
P08631,S01401,Learning,436
P08632,S07199,Business,570
P08633,S01130,Image Generation,368
P08634,S07226,Business,515
P08635,S04656,Research,275
P08636,S02992,Research,625
P08637,S03731,Image Generation,389
P08638,S06448,Writing,332
P08639,S01293,Image Generation,235
P08640,S07040,Writing,585
P08641,S04817,Research,105
P08642,S01287,Coding,161
P08643,S04342,Writing,236
P08644,S04670,Writing,70
P08645,S02432,Writing,364
P08646,S02665,Image Generation,622
P08647,S03830,Learning,666
P08648,S02481,Image Generation,236
P08649,S03037,Learning,393
P08650,S02682,Coding,108
P08651,S01079,Image Generation,632
P08652,S03023,Image Generation,587
